1034	Música gerada 10 de Diana Vickers	Diana Vickers	Câmara	9
1035	Música gerada 1 de Digital Summer	Digital Summer	House	7
1036	Música gerada 2 de Digital Summer	Digital Summer	House	2
1037	Música gerada 3 de Digital Summer	Digital Summer	House	2
1038	Música gerada 4 de Digital Summer	Digital Summer	House	3
1039	Música gerada 5 de Digital Summer	Digital Summer	House	2
1040	Música gerada 6 de Digital Summer	Digital Summer	House	1
1041	Música gerada 7 de Digital Summer	Digital Summer	House	8
1042	Música gerada 8 de Digital Summer	Digital Summer	House	6
1043	Música gerada 9 de Digital Summer	Digital Summer	House	3
1044	Música gerada 10 de Digital Summer	Digital Summer	House	6
1045	Música gerada 1 de Dio	Dio	Mambo	5
1046	Música gerada 2 de Dio	Dio	Mambo	2
1047	Música gerada 3 de Dio	Dio	Mambo	4
1048	Música gerada 4 de Dio	Dio	Mambo	1
1049	Música gerada 5 de Dio	Dio	Mambo	5
1050	Música gerada 6 de Dio	Dio	Mambo	3
1051	Música gerada 7 de Dio	Dio	Mambo	1
1052	Música gerada 8 de Dio	Dio	Mambo	8
1053	Música gerada 9 de Dio	Dio	Mambo	4
1054	Música gerada 10 de Dio	Dio	Mambo	9
1055	Música gerada 1 de Dokken	Dokken	K-pop	5
1056	Música gerada 2 de Dokken	Dokken	K-pop	3
1057	Música gerada 3 de Dokken	Dokken	K-pop	6
1058	Música gerada 4 de Dokken	Dokken	K-pop	4
1059	Música gerada 5 de Dokken	Dokken	K-pop	10
1060	Música gerada 6 de Dokken	Dokken	K-pop	5
1061	Música gerada 7 de Dokken	Dokken	K-pop	7
1062	Música gerada 8 de Dokken	Dokken	K-pop	3
1063	Música gerada 9 de Dokken	Dokken	K-pop	10
1064	Música gerada 10 de Dokken	Dokken	K-pop	6
1065	Música gerada 1 de Donovan	Donovan	Fado	9
1066	Música gerada 2 de Donovan	Donovan	Fado	4
1067	Música gerada 3 de Donovan	Donovan	Fado	6
1068	Música gerada 4 de Donovan	Donovan	Fado	9
1069	Música gerada 5 de Donovan	Donovan	Fado	1
1070	Música gerada 6 de Donovan	Donovan	Fado	1
1071	Música gerada 7 de Donovan	Donovan	Fado	2
1072	Música gerada 8 de Donovan	Donovan	Fado	5
1073	Música gerada 9 de Donovan	Donovan	Fado	3
1074	Música gerada 10 de Donovan	Donovan	Fado	8
1075	Música gerada 1 de Doro	Doro	Funk	10
1076	Música gerada 2 de Doro	Doro	Funk	7
1077	Música gerada 3 de Doro	Doro	Funk	2
1078	Música gerada 4 de Doro	Doro	Funk	10
1079	Música gerada 5 de Doro	Doro	Funk	9
1080	Música gerada 6 de Doro	Doro	Funk	4
1081	Música gerada 7 de Doro	Doro	Funk	2
1082	Música gerada 8 de Doro	Doro	Funk	7
1083	Música gerada 9 de Doro	Doro	Funk	4
1084	Música gerada 10 de Doro	Doro	Funk	3
1085	Música gerada 1 de Dream Theater	Dream Theater	Pop Rock	5
1086	Música gerada 2 de Dream Theater	Dream Theater	Pop Rock	1
1087	Música gerada 3 de Dream Theater	Dream Theater	Pop Rock	10
1088	Música gerada 4 de Dream Theater	Dream Theater	Pop Rock	8
1089	Música gerada 5 de Dream Theater	Dream Theater	Pop Rock	2
1090	Música gerada 6 de Dream Theater	Dream Theater	Pop Rock	8
1091	Música gerada 7 de Dream Theater	Dream Theater	Pop Rock	10
1092	Música gerada 8 de Dream Theater	Dream Theater	Pop Rock	3
1093	Música gerada 9 de Dream Theater	Dream Theater	Pop Rock	9
1094	Música gerada 10 de Dream Theater	Dream Theater	Pop Rock	6
1095	Música gerada 1 de Dylan Hyde	Dylan Hyde	Samba	10
1096	Música gerada 2 de Dylan Hyde	Dylan Hyde	Samba	8
1097	Música gerada 3 de Dylan Hyde	Dylan Hyde	Samba	5
1098	Música gerada 4 de Dylan Hyde	Dylan Hyde	Samba	2
1099	Música gerada 5 de Dylan Hyde	Dylan Hyde	Samba	2
1100	Música gerada 6 de Dylan Hyde	Dylan Hyde	Samba	1
1101	Música gerada 7 de Dylan Hyde	Dylan Hyde	Samba	8
1102	Música gerada 8 de Dylan Hyde	Dylan Hyde	Samba	9
1103	Música gerada 9 de Dylan Hyde	Dylan Hyde	Samba	9
1104	Música gerada 10 de Dylan Hyde	Dylan Hyde	Samba	9
1105	Música gerada 1 de Ed Sheeran	Ed Sheeran	Death Metal	1
1106	Música gerada 2 de Ed Sheeran	Ed Sheeran	Death Metal	1
1107	Música gerada 3 de Ed Sheeran	Ed Sheeran	Death Metal	10
1108	Música gerada 4 de Ed Sheeran	Ed Sheeran	Death Metal	1
1109	Música gerada 5 de Ed Sheeran	Ed Sheeran	Death Metal	7
1110	Música gerada 6 de Ed Sheeran	Ed Sheeran	Death Metal	9
1111	Música gerada 7 de Ed Sheeran	Ed Sheeran	Death Metal	5
1112	Música gerada 8 de Ed Sheeran	Ed Sheeran	Death Metal	6
1113	Música gerada 9 de Ed Sheeran	Ed Sheeran	Death Metal	4
1114	Música gerada 10 de Ed Sheeran	Ed Sheeran	Death Metal	5
1115	Música gerada 1 de Eddie Cochran	Eddie Cochran	Rhythm and blues	9
1116	Música gerada 2 de Eddie Cochran	Eddie Cochran	Rhythm and blues	3
1117	Música gerada 3 de Eddie Cochran	Eddie Cochran	Rhythm and blues	10
1118	Música gerada 4 de Eddie Cochran	Eddie Cochran	Rhythm and blues	10
1119	Música gerada 5 de Eddie Cochran	Eddie Cochran	Rhythm and blues	8
1120	Música gerada 6 de Eddie Cochran	Eddie Cochran	Rhythm and blues	3
1121	Música gerada 7 de Eddie Cochran	Eddie Cochran	Rhythm and blues	4
1122	Música gerada 8 de Eddie Cochran	Eddie Cochran	Rhythm and blues	2
1123	Música gerada 9 de Eddie Cochran	Eddie Cochran	Rhythm and blues	8
1124	Música gerada 10 de Eddie Cochran	Eddie Cochran	Rhythm and blues	5
1125	Música gerada 1 de EDEN	EDEN	Fado	5
1126	Música gerada 2 de EDEN	EDEN	Fado	8
1127	Música gerada 3 de EDEN	EDEN	Fado	1
1128	Música gerada 4 de EDEN	EDEN	Fado	4
1129	Música gerada 5 de EDEN	EDEN	Fado	10
1130	Música gerada 6 de EDEN	EDEN	Fado	9
1131	Música gerada 7 de EDEN	EDEN	Fado	8
1132	Música gerada 8 de EDEN	EDEN	Fado	7
1133	Música gerada 9 de EDEN	EDEN	Fado	4
1134	Música gerada 10 de EDEN	EDEN	Fado	5
1135	Música gerada 1 de Egypt Central	Egypt Central	Country	2
1136	Música gerada 2 de Egypt Central	Egypt Central	Country	1
1137	Música gerada 3 de Egypt Central	Egypt Central	Country	4
1138	Música gerada 4 de Egypt Central	Egypt Central	Country	4
1139	Música gerada 5 de Egypt Central	Egypt Central	Country	1
1140	Música gerada 6 de Egypt Central	Egypt Central	Country	7
1141	Música gerada 7 de Egypt Central	Egypt Central	Country	2
1142	Música gerada 8 de Egypt Central	Egypt Central	Country	4
1143	Música gerada 9 de Egypt Central	Egypt Central	Country	2
1144	Música gerada 10 de Egypt Central	Egypt Central	Country	7
1145	Música gerada 1 de Electric Light Orchestra	Electric Light Orchestra	Orquesta	5
1146	Música gerada 2 de Electric Light Orchestra	Electric Light Orchestra	Orquesta	1
1147	Música gerada 3 de Electric Light Orchestra	Electric Light Orchestra	Orquesta	7
1148	Música gerada 4 de Electric Light Orchestra	Electric Light Orchestra	Orquesta	5
1149	Música gerada 5 de Electric Light Orchestra	Electric Light Orchestra	Orquesta	2
1150	Música gerada 6 de Electric Light Orchestra	Electric Light Orchestra	Orquesta	3
1151	Música gerada 7 de Electric Light Orchestra	Electric Light Orchestra	Orquesta	6
1152	Música gerada 8 de Electric Light Orchestra	Electric Light Orchestra	Orquesta	9
1153	Música gerada 9 de Electric Light Orchestra	Electric Light Orchestra	Orquesta	8
1154	Música gerada 10 de Electric Light Orchestra	Electric Light Orchestra	Orquesta	3
1155	Música gerada 1 de Elvis Presley	Elvis Presley	Frevo	5
1156	Música gerada 2 de Elvis Presley	Elvis Presley	Frevo	10
1157	Música gerada 3 de Elvis Presley	Elvis Presley	Frevo	5
1158	Música gerada 4 de Elvis Presley	Elvis Presley	Frevo	1
1159	Música gerada 5 de Elvis Presley	Elvis Presley	Frevo	2
1160	Música gerada 6 de Elvis Presley	Elvis Presley	Frevo	4
1161	Música gerada 7 de Elvis Presley	Elvis Presley	Frevo	2
1162	Música gerada 8 de Elvis Presley	Elvis Presley	Frevo	3
1163	Música gerada 9 de Elvis Presley	Elvis Presley	Frevo	5
1164	Música gerada 10 de Elvis Presley	Elvis Presley	Frevo	3
1165	Música gerada 1 de Emitt Rhodes	Emitt Rhodes	Bolero	9
1166	Música gerada 2 de Emitt Rhodes	Emitt Rhodes	Bolero	10
1167	Música gerada 3 de Emitt Rhodes	Emitt Rhodes	Bolero	10
1168	Música gerada 4 de Emitt Rhodes	Emitt Rhodes	Bolero	2
1169	Música gerada 5 de Emitt Rhodes	Emitt Rhodes	Bolero	6
1170	Música gerada 6 de Emitt Rhodes	Emitt Rhodes	Bolero	9
1171	Música gerada 7 de Emitt Rhodes	Emitt Rhodes	Bolero	2
1172	Música gerada 8 de Emitt Rhodes	Emitt Rhodes	Bolero	4
1173	Música gerada 9 de Emitt Rhodes	Emitt Rhodes	Bolero	2
1174	Música gerada 10 de Emitt Rhodes	Emitt Rhodes	Bolero	7
1175	Música gerada 1 de Enrique Iglesias	Enrique Iglesias	Funk	3
1176	Música gerada 2 de Enrique Iglesias	Enrique Iglesias	Funk	5
1177	Música gerada 3 de Enrique Iglesias	Enrique Iglesias	Funk	2
1178	Música gerada 4 de Enrique Iglesias	Enrique Iglesias	Funk	5
1179	Música gerada 5 de Enrique Iglesias	Enrique Iglesias	Funk	9
1180	Música gerada 6 de Enrique Iglesias	Enrique Iglesias	Funk	7
1181	Música gerada 7 de Enrique Iglesias	Enrique Iglesias	Funk	10
1182	Música gerada 8 de Enrique Iglesias	Enrique Iglesias	Funk	1
1183	Música gerada 9 de Enrique Iglesias	Enrique Iglesias	Funk	2
1184	Música gerada 10 de Enrique Iglesias	Enrique Iglesias	Funk	6
1185	Música gerada 1 de Enuff Z'nuff	Enuff Z'nuff	Hard rock	10
1186	Música gerada 2 de Enuff Z'nuff	Enuff Z'nuff	Hard rock	9
1187	Música gerada 3 de Enuff Z'nuff	Enuff Z'nuff	Hard rock	1
1188	Música gerada 4 de Enuff Z'nuff	Enuff Z'nuff	Hard rock	3
1189	Música gerada 5 de Enuff Z'nuff	Enuff Z'nuff	Hard rock	7
1190	Música gerada 6 de Enuff Z'nuff	Enuff Z'nuff	Hard rock	6
1191	Música gerada 7 de Enuff Z'nuff	Enuff Z'nuff	Hard rock	2
1192	Música gerada 8 de Enuff Z'nuff	Enuff Z'nuff	Hard rock	3
1193	Música gerada 9 de Enuff Z'nuff	Enuff Z'nuff	Hard rock	7
1194	Música gerada 10 de Enuff Z'nuff	Enuff Z'nuff	Hard rock	9
1195	Música gerada 1 de Europe	Europe	Hard rock	4
1196	Música gerada 2 de Europe	Europe	Hard rock	6
1197	Música gerada 3 de Europe	Europe	Hard rock	2
1198	Música gerada 4 de Europe	Europe	Hard rock	3
1199	Música gerada 5 de Europe	Europe	Hard rock	1
1200	Música gerada 6 de Europe	Europe	Hard rock	8
1201	Música gerada 7 de Europe	Europe	Hard rock	5
1202	Música gerada 8 de Europe	Europe	Hard rock	8
1203	Música gerada 9 de Europe	Europe	Hard rock	8
1204	Música gerada 10 de Europe	Europe	Hard rock	10
1205	Música gerada 1 de Evanescence	Evanescence	Rock	3
1206	Música gerada 2 de Evanescence	Evanescence	Rock	7
1207	Música gerada 3 de Evanescence	Evanescence	Rock	1
1208	Música gerada 4 de Evanescence	Evanescence	Rock	10
1209	Música gerada 5 de Evanescence	Evanescence	Rock	2
1210	Música gerada 6 de Evanescence	Evanescence	Rock	10
1211	Música gerada 7 de Evanescence	Evanescence	Rock	8
1212	Música gerada 8 de Evanescence	Evanescence	Rock	5
1213	Música gerada 9 de Evanescence	Evanescence	Rock	4
1214	Música gerada 10 de Evanescence	Evanescence	Rock	1
1215	Música gerada 1 de Evildead	Evildead	Doom Metal	7
1216	Música gerada 2 de Evildead	Evildead	Doom Metal	10
1217	Música gerada 3 de Evildead	Evildead	Doom Metal	8
1218	Música gerada 4 de Evildead	Evildead	Doom Metal	6
1219	Música gerada 5 de Evildead	Evildead	Doom Metal	6
1220	Música gerada 6 de Evildead	Evildead	Doom Metal	2
1221	Música gerada 7 de Evildead	Evildead	Doom Metal	5
1222	Música gerada 8 de Evildead	Evildead	Doom Metal	4
1223	Música gerada 9 de Evildead	Evildead	Doom Metal	7
1224	Música gerada 10 de Evildead	Evildead	Doom Metal	7
1225	Música gerada 1 de Exciter	Exciter	Jazz	7
1226	Música gerada 2 de Exciter	Exciter	Jazz	5
1227	Música gerada 3 de Exciter	Exciter	Jazz	1
1228	Música gerada 4 de Exciter	Exciter	Jazz	2
1229	Música gerada 5 de Exciter	Exciter	Jazz	6
1230	Música gerada 6 de Exciter	Exciter	Jazz	7
1231	Música gerada 7 de Exciter	Exciter	Jazz	1
1232	Música gerada 8 de Exciter	Exciter	Jazz	10
1233	Música gerada 9 de Exciter	Exciter	Jazz	7
1234	Música gerada 10 de Exciter	Exciter	Jazz	6
1235	Música gerada 1 de Exodus	Exodus	Reggae	2
1236	Música gerada 2 de Exodus	Exodus	Reggae	6
1237	Música gerada 3 de Exodus	Exodus	Reggae	8
1238	Música gerada 4 de Exodus	Exodus	Reggae	5
1239	Música gerada 5 de Exodus	Exodus	Reggae	7
1240	Música gerada 6 de Exodus	Exodus	Reggae	3
1241	Música gerada 7 de Exodus	Exodus	Reggae	5
1242	Música gerada 8 de Exodus	Exodus	Reggae	7
1243	Música gerada 9 de Exodus	Exodus	Reggae	6
1244	Música gerada 10 de Exodus	Exodus	Reggae	7
1245	Música gerada 1 de Extreme	Extreme	Lambada	3
1246	Música gerada 2 de Extreme	Extreme	Lambada	6
1247	Música gerada 3 de Extreme	Extreme	Lambada	7
1248	Música gerada 4 de Extreme	Extreme	Lambada	5
1249	Música gerada 5 de Extreme	Extreme	Lambada	9
1250	Música gerada 6 de Extreme	Extreme	Lambada	3
1251	Música gerada 7 de Extreme	Extreme	Lambada	4
1252	Música gerada 8 de Extreme	Extreme	Lambada	8
1253	Música gerada 9 de Extreme	Extreme	Lambada	7
1254	Música gerada 10 de Extreme	Extreme	Lambada	10
1255	Música gerada 1 de Faith No More	Faith No More	Lambada	1
1256	Música gerada 2 de Faith No More	Faith No More	Lambada	8
1257	Música gerada 3 de Faith No More	Faith No More	Lambada	5
1258	Música gerada 4 de Faith No More	Faith No More	Lambada	10
1259	Música gerada 5 de Faith No More	Faith No More	Lambada	4
1260	Música gerada 6 de Faith No More	Faith No More	Lambada	8
1261	Música gerada 7 de Faith No More	Faith No More	Lambada	8
1262	Música gerada 8 de Faith No More	Faith No More	Lambada	4
1263	Música gerada 9 de Faith No More	Faith No More	Lambada	8
1264	Música gerada 10 de Faith No More	Faith No More	Lambada	5
1265	Música gerada 1 de Far East Movement	Far East Movement	Swing	4
1266	Música gerada 2 de Far East Movement	Far East Movement	Swing	4
1267	Música gerada 3 de Far East Movement	Far East Movement	Swing	6
1268	Música gerada 4 de Far East Movement	Far East Movement	Swing	6
1269	Música gerada 5 de Far East Movement	Far East Movement	Swing	10
1270	Música gerada 6 de Far East Movement	Far East Movement	Swing	9
1271	Música gerada 7 de Far East Movement	Far East Movement	Swing	10
1272	Música gerada 8 de Far East Movement	Far East Movement	Swing	6
1273	Música gerada 9 de Far East Movement	Far East Movement	Swing	7
1274	Música gerada 10 de Far East Movement	Far East Movement	Swing	6
1275	Música gerada 1 de Fats Domino	Fats Domino	Orquesta	3
1276	Música gerada 2 de Fats Domino	Fats Domino	Orquesta	1
1277	Música gerada 3 de Fats Domino	Fats Domino	Orquesta	10
1278	Música gerada 4 de Fats Domino	Fats Domino	Orquesta	2
1279	Música gerada 5 de Fats Domino	Fats Domino	Orquesta	1
1280	Música gerada 6 de Fats Domino	Fats Domino	Orquesta	2
1281	Música gerada 7 de Fats Domino	Fats Domino	Orquesta	9
1282	Música gerada 8 de Fats Domino	Fats Domino	Orquesta	2
1283	Música gerada 9 de Fats Domino	Fats Domino	Orquesta	10
1284	Música gerada 10 de Fats Domino	Fats Domino	Orquesta	2
1285	Música gerada 1 de Filter	Filter	Black Metal	9
1286	Música gerada 2 de Filter	Filter	Black Metal	5
1287	Música gerada 3 de Filter	Filter	Black Metal	1
1288	Música gerada 4 de Filter	Filter	Black Metal	6
1289	Música gerada 5 de Filter	Filter	Black Metal	5
1290	Música gerada 6 de Filter	Filter	Black Metal	3
1291	Música gerada 7 de Filter	Filter	Black Metal	7
1292	Música gerada 8 de Filter	Filter	Black Metal	4
1293	Música gerada 9 de Filter	Filter	Black Metal	3
1294	Música gerada 10 de Filter	Filter	Black Metal	8
1295	Música gerada 1 de Fishbone	Fishbone	Soul	4
1296	Música gerada 2 de Fishbone	Fishbone	Soul	4
1297	Música gerada 3 de Fishbone	Fishbone	Soul	1
1298	Música gerada 4 de Fishbone	Fishbone	Soul	5
1299	Música gerada 5 de Fishbone	Fishbone	Soul	1
1300	Música gerada 6 de Fishbone	Fishbone	Soul	4
1301	Música gerada 7 de Fishbone	Fishbone	Soul	3
1302	Música gerada 8 de Fishbone	Fishbone	Soul	6
1303	Música gerada 9 de Fishbone	Fishbone	Soul	8
1304	Música gerada 10 de Fishbone	Fishbone	Soul	8
1305	Música gerada 1 de Fitz and the Tantrums	Fitz and the Tantrums	K-pop	3
1306	Música gerada 2 de Fitz and the Tantrums	Fitz and the Tantrums	K-pop	10
1307	Música gerada 3 de Fitz and the Tantrums	Fitz and the Tantrums	K-pop	3
1308	Música gerada 4 de Fitz and the Tantrums	Fitz and the Tantrums	K-pop	10
1309	Música gerada 5 de Fitz and the Tantrums	Fitz and the Tantrums	K-pop	7
1310	Música gerada 6 de Fitz and the Tantrums	Fitz and the Tantrums	K-pop	6
1311	Música gerada 7 de Fitz and the Tantrums	Fitz and the Tantrums	K-pop	9
1312	Música gerada 8 de Fitz and the Tantrums	Fitz and the Tantrums	K-pop	8
1313	Música gerada 9 de Fitz and the Tantrums	Fitz and the Tantrums	K-pop	1
1314	Música gerada 10 de Fitz and the Tantrums	Fitz and the Tantrums	K-pop	8
1315	Música gerada 1 de Flotsam and Jetsam	Flotsam and Jetsam	Bolero	6
1316	Música gerada 2 de Flotsam and Jetsam	Flotsam and Jetsam	Bolero	10
1317	Música gerada 3 de Flotsam and Jetsam	Flotsam and Jetsam	Bolero	2
1318	Música gerada 4 de Flotsam and Jetsam	Flotsam and Jetsam	Bolero	3
1319	Música gerada 5 de Flotsam and Jetsam	Flotsam and Jetsam	Bolero	4
1320	Música gerada 6 de Flotsam and Jetsam	Flotsam and Jetsam	Bolero	8
1321	Música gerada 7 de Flotsam and Jetsam	Flotsam and Jetsam	Bolero	5
1322	Música gerada 8 de Flotsam and Jetsam	Flotsam and Jetsam	Bolero	7
1323	Música gerada 9 de Flotsam and Jetsam	Flotsam and Jetsam	Bolero	8
1324	Música gerada 10 de Flotsam and Jetsam	Flotsam and Jetsam	Bolero	5
1325	Música gerada 1 de Forbidden	Forbidden	Disco	3
1326	Música gerada 2 de Forbidden	Forbidden	Disco	6
1327	Música gerada 3 de Forbidden	Forbidden	Disco	4
1328	Música gerada 4 de Forbidden	Forbidden	Disco	6
1329	Música gerada 5 de Forbidden	Forbidden	Disco	10
1330	Música gerada 6 de Forbidden	Forbidden	Disco	1
1331	Música gerada 7 de Forbidden	Forbidden	Disco	2
1332	Música gerada 8 de Forbidden	Forbidden	Disco	9
1333	Música gerada 9 de Forbidden	Forbidden	Disco	7
1334	Música gerada 10 de Forbidden	Forbidden	Disco	2
1335	Música gerada 1 de Foreigner	Foreigner	Rock	1
1336	Música gerada 2 de Foreigner	Foreigner	Rock	9
1337	Música gerada 3 de Foreigner	Foreigner	Rock	2
1338	Música gerada 4 de Foreigner	Foreigner	Rock	2
1339	Música gerada 5 de Foreigner	Foreigner	Rock	5
1340	Música gerada 6 de Foreigner	Foreigner	Rock	10
1341	Música gerada 7 de Foreigner	Foreigner	Rock	7
1342	Música gerada 8 de Foreigner	Foreigner	Rock	7
1343	Música gerada 9 de Foreigner	Foreigner	Rock	3
1344	Música gerada 10 de Foreigner	Foreigner	Rock	1
1345	Música gerada 1 de Forever in Your Mind	Forever in Your Mind	Punk rock	5
1346	Música gerada 2 de Forever in Your Mind	Forever in Your Mind	Punk rock	10
1347	Música gerada 3 de Forever in Your Mind	Forever in Your Mind	Punk rock	10
1348	Música gerada 4 de Forever in Your Mind	Forever in Your Mind	Punk rock	9
1349	Música gerada 5 de Forever in Your Mind	Forever in Your Mind	Punk rock	4
1350	Música gerada 6 de Forever in Your Mind	Forever in Your Mind	Punk rock	3
1351	Música gerada 7 de Forever in Your Mind	Forever in Your Mind	Punk rock	2
1352	Música gerada 8 de Forever in Your Mind	Forever in Your Mind	Punk rock	5
1353	Música gerada 9 de Forever in Your Mind	Forever in Your Mind	Punk rock	9
1354	Música gerada 10 de Forever in Your Mind	Forever in Your Mind	Punk rock	5
1355	Música gerada 1 de Fort Minor	Fort Minor	Rumba	3
1356	Música gerada 2 de Fort Minor	Fort Minor	Rumba	2
1357	Música gerada 3 de Fort Minor	Fort Minor	Rumba	1
1358	Música gerada 4 de Fort Minor	Fort Minor	Rumba	5
1359	Música gerada 5 de Fort Minor	Fort Minor	Rumba	2
1360	Música gerada 6 de Fort Minor	Fort Minor	Rumba	5
1361	Música gerada 7 de Fort Minor	Fort Minor	Rumba	10
1362	Música gerada 8 de Fort Minor	Fort Minor	Rumba	9
1363	Música gerada 9 de Fort Minor	Fort Minor	Rumba	10
1364	Música gerada 10 de Fort Minor	Fort Minor	Rumba	8
1365	Música gerada 1 de Francesco Yates	Francesco Yates	Música sertaneja	4
1366	Música gerada 2 de Francesco Yates	Francesco Yates	Música sertaneja	8
1367	Música gerada 3 de Francesco Yates	Francesco Yates	Música sertaneja	6
1368	Música gerada 4 de Francesco Yates	Francesco Yates	Música sertaneja	5
1369	Música gerada 5 de Francesco Yates	Francesco Yates	Música sertaneja	3
1370	Música gerada 6 de Francesco Yates	Francesco Yates	Música sertaneja	3
1371	Música gerada 7 de Francesco Yates	Francesco Yates	Música sertaneja	10
1372	Música gerada 8 de Francesco Yates	Francesco Yates	Música sertaneja	8
1373	Música gerada 9 de Francesco Yates	Francesco Yates	Música sertaneja	9
1374	Música gerada 10 de Francesco Yates	Francesco Yates	Música sertaneja	6
1375	Música gerada 1 de Frankie Goes to Hollywood	Frankie Goes to Hollywood	R&N	3
1376	Música gerada 2 de Frankie Goes to Hollywood	Frankie Goes to Hollywood	R&N	4
1377	Música gerada 3 de Frankie Goes to Hollywood	Frankie Goes to Hollywood	R&N	9
1378	Música gerada 4 de Frankie Goes to Hollywood	Frankie Goes to Hollywood	R&N	9
1379	Música gerada 5 de Frankie Goes to Hollywood	Frankie Goes to Hollywood	R&N	5
1380	Música gerada 6 de Frankie Goes to Hollywood	Frankie Goes to Hollywood	R&N	2
1381	Música gerada 7 de Frankie Goes to Hollywood	Frankie Goes to Hollywood	R&N	1
1382	Música gerada 8 de Frankie Goes to Hollywood	Frankie Goes to Hollywood	R&N	8
1383	Música gerada 9 de Frankie Goes to Hollywood	Frankie Goes to Hollywood	R&N	1
1384	Música gerada 10 de Frankie Goes to Hollywood	Frankie Goes to Hollywood	R&N	5
1385	Música gerada 1 de Freddie & the Dreamers	Freddie & the Dreamers	Folk	7
1386	Música gerada 2 de Freddie & the Dreamers	Freddie & the Dreamers	Folk	8
1387	Música gerada 3 de Freddie & the Dreamers	Freddie & the Dreamers	Folk	10
1388	Música gerada 4 de Freddie & the Dreamers	Freddie & the Dreamers	Folk	4
1389	Música gerada 5 de Freddie & the Dreamers	Freddie & the Dreamers	Folk	6
1390	Música gerada 6 de Freddie & the Dreamers	Freddie & the Dreamers	Folk	3
1391	Música gerada 7 de Freddie & the Dreamers	Freddie & the Dreamers	Folk	6
1392	Música gerada 8 de Freddie & the Dreamers	Freddie & the Dreamers	Folk	8
1393	Música gerada 9 de Freddie & the Dreamers	Freddie & the Dreamers	Folk	3
1394	Música gerada 10 de Freddie & the Dreamers	Freddie & the Dreamers	Folk	3
1395	Música gerada 1 de Gavin Haley	Gavin Haley	Rumba	9
1396	Música gerada 2 de Gavin Haley	Gavin Haley	Rumba	10
1397	Música gerada 3 de Gavin Haley	Gavin Haley	Rumba	4
1398	Música gerada 4 de Gavin Haley	Gavin Haley	Rumba	7
1399	Música gerada 5 de Gavin Haley	Gavin Haley	Rumba	5
1400	Música gerada 6 de Gavin Haley	Gavin Haley	Rumba	9
1401	Música gerada 7 de Gavin Haley	Gavin Haley	Rumba	5
1402	Música gerada 8 de Gavin Haley	Gavin Haley	Rumba	2
1403	Música gerada 9 de Gavin Haley	Gavin Haley	Rumba	6
1404	Música gerada 10 de Gavin Haley	Gavin Haley	Rumba	2
1405	Música gerada 1 de Gene Vincent	Gene Vincent	Afrobeat	9
1406	Música gerada 2 de Gene Vincent	Gene Vincent	Afrobeat	3
1407	Música gerada 3 de Gene Vincent	Gene Vincent	Afrobeat	3
1408	Música gerada 4 de Gene Vincent	Gene Vincent	Afrobeat	4
1409	Música gerada 5 de Gene Vincent	Gene Vincent	Afrobeat	9
1410	Música gerada 6 de Gene Vincent	Gene Vincent	Afrobeat	2
1411	Música gerada 7 de Gene Vincent	Gene Vincent	Afrobeat	5
1412	Música gerada 8 de Gene Vincent	Gene Vincent	Afrobeat	2
1413	Música gerada 9 de Gene Vincent	Gene Vincent	Afrobeat	9
1414	Música gerada 10 de Gene Vincent	Gene Vincent	Afrobeat	6
1415	Música gerada 1 de Genesis	Genesis	Pop Rock	10
1416	Música gerada 2 de Genesis	Genesis	Pop Rock	10
1417	Música gerada 3 de Genesis	Genesis	Pop Rock	4
1418	Música gerada 4 de Genesis	Genesis	Pop Rock	7
1419	Música gerada 5 de Genesis	Genesis	Pop Rock	10
1420	Música gerada 6 de Genesis	Genesis	Pop Rock	6
1421	Música gerada 7 de Genesis	Genesis	Pop Rock	9
1422	Música gerada 8 de Genesis	Genesis	Pop Rock	4
1423	Música gerada 9 de Genesis	Genesis	Pop Rock	2
1424	Música gerada 10 de Genesis	Genesis	Pop Rock	4
1425	Música gerada 1 de George Harrison	George Harrison	K-pop	8
1426	Música gerada 2 de George Harrison	George Harrison	K-pop	10
1427	Música gerada 3 de George Harrison	George Harrison	K-pop	10
1428	Música gerada 4 de George Harrison	George Harrison	K-pop	8
1429	Música gerada 5 de George Harrison	George Harrison	K-pop	8
1430	Música gerada 6 de George Harrison	George Harrison	K-pop	10
1431	Música gerada 7 de George Harrison	George Harrison	K-pop	6
1432	Música gerada 8 de George Harrison	George Harrison	K-pop	7
1433	Música gerada 9 de George Harrison	George Harrison	K-pop	10
1434	Música gerada 10 de George Harrison	George Harrison	K-pop	6
1435	Música gerada 1 de George Michael	George Michael	Punk rock	10
1436	Música gerada 2 de George Michael	George Michael	Punk rock	10
1437	Música gerada 3 de George Michael	George Michael	Punk rock	10
1438	Música gerada 4 de George Michael	George Michael	Punk rock	2
1439	Música gerada 5 de George Michael	George Michael	Punk rock	2
1440	Música gerada 6 de George Michael	George Michael	Punk rock	4
1441	Música gerada 7 de George Michael	George Michael	Punk rock	6
1442	Música gerada 8 de George Michael	George Michael	Punk rock	6
1443	Música gerada 9 de George Michael	George Michael	Punk rock	9
1444	Música gerada 10 de George Michael	George Michael	Punk rock	10
1445	Música gerada 1 de Gerry & the Pacemakers	Gerry & the Pacemakers	Indie rock	3
1446	Música gerada 2 de Gerry & the Pacemakers	Gerry & the Pacemakers	Indie rock	9
